GSE	xpType	RefDye	Comment	Group	Ignore	XP	isCTRL	Batch	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BioSampName	title	geo_accession	source_name_ch1	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8	description.9	description.10	platform_id	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	treatment_protocol_ch1	treatment:ch1	source_name_ch2	characteristics_ch2	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	treatment_protocol_ch2	treatment:ch2
GSE15066	2C				0	1	0					24h	0.5 ug/mL	NA	LPS_24hrs_replica3 (LPS3_24hrsCy5)	GSM376977	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	LPS_24hrs_replica3	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 24 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)
GSE15066	2C				0	1	0					6h	0.5 ug/mL	RAW264.7 macrophages	LPS_6hrs_replica3 (LPS3_6hrsCy3)	GSM376978	LPS_6hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					6h	0.5 ug/mL	NA	LPS_6hrs_replica3 (LPS3_6hrsCy5)	GSM376979	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	LPS_6hrs_replica3	cell line: RAW264.7 macrophages	treatment: Ultrapure LPS (LIST)	amount: 0.5 ug/mL	time: 6 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	Ultrapure LPS (LIST)
GSE15066	2C				0	1	1					24h		RAW264.7 macrophages	media_24hrs_replica1 (M1_24hrsCy3)	GSM376980	media_24hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1					24h		NA	media_24hrs_replica1 (M1_24hrsCy5)	GSM376981	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_24hrs_replica1	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control
GSE15066	2C				0	1	1							RAW264.7 macrophages	media_6hrs_replica1 (M1_6hrsCy3)	GSM376982	media_6hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media contro	: time: 6 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media contro	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1							NA	media_6hrs_replica1 (M1_6hrsCy5)	GSM376983	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_6hrs_replica1	cell line: RAW264.7 macrophages	treatment: media contro	: time: 6 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media contro
GSE15066	2C				0	1	1					24h		RAW264.7 macrophages	media_24hrs_replica2 (M2_24hrsCy3)	GSM376984	media_24hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1					24h		NA	media_24hrs_replica2 (M2_24hrsCy5)	GSM376985	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_24hrs_replica2	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control
GSE15066	2C				0	1	1					6h		RAW264.7 macrophages	media_6hrs_replica2 (M2_6hrsCy3)	GSM376986	media_6hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media control	time: 6 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1					6h		NA	media_6hrs_replica2 (M2_6hrsCy5)	GSM376987	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_6hrs_replica2	cell line: RAW264.7 macrophages	treatment: media control	time: 6 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control
GSE15066	2C				0	1	1					24h		RAW264.7 macrophages	media_24hrs_replica3 (M3_24hrsCy3)	GSM376988	media_24hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1					24h		NA	media_24hrs_replica3 (M3_24hrsCy5)	GSM376989	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_24hrs_replica3	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control
GSE15066	2C				0	1	1					6h		RAW264.7 macrophages	media_6hrs_replica3 (M3_6hrsCy3)	GSM376990	media_6hrs_replica3	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media control	time: 6 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1					6h		NA	media_6hrs_replica3 (M3_6hrsCy5)	GSM376991	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_6hrs_replica3	cell line: RAW264.7 macrophages	treatment: media control	time: 6 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control
GSE15066	2C				0	1	1					24h		RAW264.7 macrophages	media_24hrs_replica4 (M4_24hrsCy3)	GSM376992	media_24hrs_replica4	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1					24h		NA	media_24hrs_replica4 (M4_24hrsCy5)	GSM376993	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_24hrs_replica4	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control
GSE15066	2C				0	1	1					24h		RAW264.7 macrophages	media_24hrs_replica5 (M5_24hrsCy3)	GSM376994	media_24hrs_replica5	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1					24h		NA	media_24hrs_replica5 (M5_24hrsCy5)	GSM376995	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_24hrs_replica5	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control
GSE15066	2C				0	1	1					24h		RAW264.7 macrophages	media_24hrs_replica6 (M6_24hrsCy3)	GSM376996	media_24hrs_replica6	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	1					24h		NA	media_24hrs_replica6 (M6_24hrsCy5)	GSM376997	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	media_24hrs_replica6	cell line: RAW264.7 macrophages	treatment: media control	time: 24 hrs		Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	media control
GSE15066	2C				0	1	0					24h	0.25 ug/mL	RAW264.7 macrophages	PLC_24hrs_replica1 (PLC1_24hrsCy3)	GSM376998	PLC_24hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	poly(I:C) (Invivogen)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					24h	0.25 ug/mL	NA	PLC_24hrs_replica1 (PLC1_24hrsCy5)	GSM376999	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	PLC_24hrs_replica1	cell line: RAW264.7 macrophages	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	poly(I:C) (Invivogen)
GSE15066	2C				0	1	0					6h	0.25 ug/mL	RAW264.7 macrophages	PLC_6hrs_replica1 (PLC1_6hrsCy3)	GSM377000	PLC_6hrs_replica1	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	poly(I:C) (Invivogen)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					6h	0.25 ug/mL	NA	PLC_6hrs_replica1 (PLC1_6hrsCy5)	GSM377001	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	PLC_6hrs_replica1	cell line: RAW264.7 macrophages	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	poly(I:C) (Invivogen)
GSE15066	2C				0	1	0					24h	0.25 ug/mL	RAW264.7 macrophages	PLC_24hrs_replica2 (PLC2_24hrsCy3)	GSM377002	PLC_24hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	poly(I:C) (Invivogen)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					24h	0.25 ug/mL	NA	PLC_24hrs_replica2 (PLC2_24hrsCy5)	GSM377003	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	PLC_24hrs_replica2	cell line: RAW264.7 macrophages	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 24 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	poly(I:C) (Invivogen)
GSE15066	2C				0	1	0					6h	0.25 ug/mL	RAW264.7 macrophages	PLC_6hrs_replica2 (PLC2_6hrsCy3)	GSM377004	PLC_6hrs_replica2	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	cell line: RAW264.7 macrophages	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs	NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	poly(I:C) (Invivogen)	Universal mouse reference RNA	sample: Stratagene cat number 740100				Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA
GSE15066	2C				0	1	0					6h	0.25 ug/mL	NA	PLC_6hrs_replica2 (PLC2_6hrsCy5)	GSM377005	Universal mouse reference RNA	n/a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6466	sample: Stratagene cat number 740100				NA	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	NA	PLC_6hrs_replica2	cell line: RAW264.7 macrophages	treatment: poly(I:C) (Invivogen)	amount: 0.25 ug/mL	time: 6 hrs	Cells were washed twice with Opti-MEM (Invitrogen Life Technologies) and stimulated with 0.5 μg/ml Escherichia coli 0111:B4 Ultrapure LPS (List Biological Laboratories), 0.25 μg/ml poly(I:C) (InvivoGen) or 1.5 μM CpG ODN 1826 (Midland Certified Reagents).	poly(I:C) (Invivogen)
