GSE	geo_accession	xpType	RefDye	Note	Group	Ignore	XP	Batch	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BioSampName	title	source_name_ch1	source_name_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch2.4	characteristics_ch2.5	characteristics_ch1	characteristics_ch2	platform_id	description.9	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8
GSE77145	GSM2044794	1C			A	0	1		0	TBX21	LOF	ODN1826;IFNg	20h	1 uM;10 ng/ml	B lymphocytes	TbetKO_CpG_IFNG_rep1	"splenic follicular B cells, Tbet KO, IFNG"	NA	genotype/variation: Tbx21-/-	cell type: splenic follicular B cells	treatment: interferon-gamma (IFNG)	Sex: female	NA	NA	NA	NA	NA	NA	NA	NA	strain/background: C57BL/6	NA	GPL6885	NA	3999437115_A	NA	NA	NA	NA	NA	NA	NA	NA
GSE77145	GSM2044795	1C			B	0	1		0	TBX21	LOF	ODN1826;IL21	20h	25 ng/ml	B lymphocytes	TbetKO_CpG_IL21_rep1	"splenic follicular B cells, Tbet KO, IL21"	NA	genotype/variation: Tbx21-/-	cell type: splenic follicular B cells	treatment: interleukin-21 (IL21)	Sex: female	NA	NA	NA	NA	NA	NA	NA	NA	strain/background: C57BL/6	NA	GPL6885	NA	3999437115_B	NA	NA	NA	NA	NA	NA	NA	NA
GSE77145	GSM2044796	1C			A	0	1		0	TBX21	LOF	ODN1826;IFNg	20h	1 uM;10 ng/ml	B lymphocytes	TbetKO_CpG_IFNG_rep2	"splenic follicular B cells, Tbet KO, IFNG"	NA	genotype/variation: Tbx21-/-	cell type: splenic follicular B cells	treatment: interferon-gamma (IFNG)	Sex: female	NA	NA	NA	NA	NA	NA	NA	NA	strain/background: C57BL/6	NA	GPL6885	NA	3999437115_C	NA	NA	NA	NA	NA	NA	NA	NA
GSE77145	GSM2044797	1C			B	0	1		0	TBX21	LOF	ODN1826;IL21	20h	25 ng/ml	B lymphocytes	TbetKO_CpG_IL21_rep2	"splenic follicular B cells, Tbet KO, IL21"	NA	genotype/variation: Tbx21-/-	cell type: splenic follicular B cells	treatment: interleukin-21 (IL21)	Sex: female	NA	NA	NA	NA	NA	NA	NA	NA	strain/background: C57BL/6	NA	GPL6885	NA	3999437115_D	NA	NA	NA	NA	NA	NA	NA	NA
GSE77145	GSM2044798	1C			a	0	1		1	(WT)		ODN1826;IFNg	20h	1 uM;10 ng/ml	B lymphocytes	WT_CpG_IFNG_rep1	"splenic follicular B cells, WT, IFNG"	NA	genotype/variation: Tbx21+/+	cell type: splenic follicular B cells	treatment: interferon-gamma (IFNG)	Sex: female	NA	NA	NA	NA	NA	NA	NA	NA	strain/background: C57BL/6	NA	GPL6885	NA	3999437115_E	NA	NA	NA	NA	NA	NA	NA	NA
GSE77145	GSM2044799	1C			b	0	1		1	(WT)		ODN1826;IL21	20h	25 ng/ml	B lymphocytes	WT_CpG_IL21_rep1	"splenic follicular B cells, WT, IL21"	NA	genotype/variation: Tbx21+/+	cell type: splenic follicular B cells	treatment: interleukin-21 (IL21)	Sex: female	NA	NA	NA	NA	NA	NA	NA	NA	strain/background: C57BL/6	NA	GPL6885	NA	3999437115_F	NA	NA	NA	NA	NA	NA	NA	NA
GSE77145	GSM2044800	1C			a	0	1		1	(WT)		ODN1826;IFNg	20h	1 uM;10 ng/ml	B lymphocytes	WT_CpG_IFNG_rep2	"splenic follicular B cells, WT, IFNG"	NA	genotype/variation: Tbx21+/+	cell type: splenic follicular B cells	treatment: interferon-gamma (IFNG)	Sex: female	NA	NA	NA	NA	NA	NA	NA	NA	strain/background: C57BL/6	NA	GPL6885	NA	3999437115_G	NA	NA	NA	NA	NA	NA	NA	NA
GSE77145	GSM2044801	1C			b	0	1		1	(WT)		ODN1826;IL21	20h	25 ng/ml	B lymphocytes	WT_CpG_IL21_rep2	"splenic follicular B cells, WT, IL21"	NA	genotype/variation: Tbx21+/+	cell type: splenic follicular B cells	treatment: interleukin-21 (IL21)	Sex: female	NA	NA	NA	NA	NA	NA	NA	NA	strain/background: C57BL/6	NA	GPL6885	NA	3999437115_H	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE79272	GSM2090431	Htseq			B	0	1		0			CpG	18h	0.5 uM	dendritic cells	Healthy donor 1 pDCs stimulated with CpG	plasmacytoid dendritic cells	NA	tissue: blood	donor: 1	gender: female	stimulus: CPG	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	CPG1_C800HANXX_CGATGT_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090432	Htseq			B	0	1		0			CpG	18h	0.5 uM	dendritic cells	Healthy donor 2 pDCs stimulated with CpG	plasmacytoid dendritic cells	NA	tissue: blood	donor: 2	gender: female	stimulus: CPG	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	CPG2_C800HANXX_ACAGTG_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090433	Htseq			B	0	1		0			CpG	18h	0.5 uM	dendritic cells	Healthy donor 4 pDCs stimulated with CpG	plasmacytoid dendritic cells	NA	tissue: blood	donor: 4	gender: male	stimulus: CPG	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	CPG4_C800HANXX_ACTTGA_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090434	Htseq			B	0	1		0			CpG	18h	0.5 uM	dendritic cells	Healthy donor 5 pDCs stimulated with CpG	plasmacytoid dendritic cells	NA	tissue: blood	donor: 5	gender: female	stimulus: CPG	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	CPG5_C800HANXX_GGCTAC_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090435	Htseq			B	0	1		0			CpG	18h	0.5 uM	dendritic cells	Healthy donor 6 pDCs stimulated with CpG	plasmacytoid dendritic cells	NA	tissue: blood	donor: 6	gender: female	stimulus: CPG	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	CPG6_C800HANXX_AGTTCC_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090436	Htseq			B	0	1		0			CpG	18h	0.5 uM	dendritic cells	Healthy donor 7 pDCs stimulated with CpG	plasmacytoid dendritic cells	NA	tissue: blood	donor: 7	gender: male	stimulus: CPG	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	CPG7_C800HANXX_GTCCGC_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090437	Htseq			C	0	1		0			imiquimod	18h	0.5 ug/ml	dendritic cells	Healthy donor 1 pDCs stimulated with IMQ	plasmacytoid dendritic cells	NA	tissue: blood	donor: 1	gender: female	stimulus: IMQ	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	IMQ1_C800HANXX_TTAGGC_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090438	Htseq			C	0	1		0			imiquimod	18h	0.5 ug/ml	dendritic cells	Healthy donor 2 pDCs stimulated with IMQ	plasmacytoid dendritic cells	NA	tissue: blood	donor: 2	gender: female	stimulus: IMQ	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	IMQ2_C800HANXX_GCCAAT_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090439	Htseq			C	0	1		0			imiquimod	18h	0.5 ug/ml	dendritic cells	Healthy donor 4 pDCs stimulated with IMQ	plasmacytoid dendritic cells	NA	tissue: blood	donor: 4	gender: male	stimulus: IMQ	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	IMQ4_C800HANXX_GATCAG_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090440	Htseq			C	0	1		0			imiquimod	18h	0.5 ug/ml	dendritic cells	Healthy donor 5 pDCs stimulated with IMQ	plasmacytoid dendritic cells	NA	tissue: blood	donor: 5	gender: female	stimulus: IMQ	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	IMQ5_C800HANXX_CTTGTA_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090441	Htseq			C	0	1		0			imiquimod	18h	0.5 ug/ml	dendritic cells	Healthy donor 6 pDCs stimulated with IMQ	plasmacytoid dendritic cells	NA	tissue: blood	donor: 6	gender: female	stimulus: IMQ	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	IMQ6_C800HANXX_ATGTCA_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090442	Htseq			C	0	1		0			imiquimod	18h	0.5 ug/ml	dendritic cells	Healthy donor 7 pDCs stimulated with IMQ	plasmacytoid dendritic cells	NA	tissue: blood	donor: 7	gender: male	stimulus: IMQ	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	IMQ7_C800HANXX_GTGAAA_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090443	Htseq			A	0	1		0			(Veh)	18h		dendritic cells	Healthy donor 1 pDCs	plasmacytoid dendritic cells	NA	tissue: blood	donor: 1	gender: female	stimulus: UT	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	UT1_C800HANXX_ATCACG_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090444	Htseq			A	0	1		0			(Veh)	18h		dendritic cells	Healthy donor 2 pDCs	plasmacytoid dendritic cells	NA	tissue: blood	donor: 2	gender: female	stimulus: UT	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	UT2_C800HANXX_TGACCA_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090445	Htseq			A	0	1		0			(Veh)	18h		dendritic cells	Healthy donor 4 pDCs	plasmacytoid dendritic cells	NA	tissue: blood	donor: 4	gender: male	stimulus: UT	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	UT4_C800HANXX_CAGATC_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090446	Htseq			A	0	1		0			(Veh)	18h		dendritic cells	Healthy donor 5 pDCs	plasmacytoid dendritic cells	NA	tissue: blood	donor: 5	gender: female	stimulus: UT	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	UT5_C800HANXX_TAGCTT_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090447	Htseq			A	0	1		0			(Veh)	18h		dendritic cells	Healthy donor 6 pDCs	plasmacytoid dendritic cells	NA	tissue: blood	donor: 6	gender: female	stimulus: UT	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	UT6_C800HANXX_AGTCAA_L004	NA	NA	NA	NA	NA	NA	NA	NA
GSE79272	GSM2090448	Htseq			A	0	1		0			(Veh)	18h		dendritic cells	Healthy donor 7 pDCs	plasmacytoid dendritic cells	NA	tissue: blood	donor: 7	gender: male	stimulus: UT	NA	NA	NA	NA	NA	NA	NA	NA	cell type: pDCs	NA	GPL16791	NA	UT7_C800HANXX_CCGTCC_L004	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE81527	GSM2155122	1C			b	0	1		1			gardiquimod	5h	5 ug/ml	PBMC	IRAK4_EPH06P1_hPBMC_GARD_vehicle_D122_2C	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155123	1C			A	0	1		0			BMS-986126;gardiquimod	30m;5h	5 uM;5 ug/ml	PBMC	IRAK4_EPH03P1_hPBMC_GARD_BMT087965_D122_5C	Human Donor PBMC	NA	tissue: PBMC	pretreated with: 5uM BMS-986126 (BMT-087965) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155124	1C			a	0	1		1			(Veh)			PBMC	IRAK4_EPG05P1_hPBMC_unstim_vehicle_D140_1E	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: none (unstimulated)	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155125	1C			a	0	1		1			(Veh)			PBMC	IRAK4_EPG04P1_hPBMC_unstim_vehicle_D140_1F	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: none (unstimulated)	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155126	1C			b	0	1		1			gardiquimod	5h	5 ug/ml	PBMC	IRAK4_EPG02P1_hPBMC_GARD_vehicle_D140_2G	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155127	1C			a	0	1		1			(Veh)			PBMC	IRAK4_EPG01P1_hPBMC_unstim_vehicle_D122_1D	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: none (unstimulated)	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155128	1C			A	0	1		0			BMS-986126;gardiquimod	30m;5h	5 uM;5 ug/ml	PBMC	IRAK4_EPF02P1_hPBMC_GARD_BMT087965_D122_5B	Human Donor PBMC	NA	tissue: PBMC	pretreated with: 5uM BMS-986126 (BMT-087965) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155129	1C			a	0	1		1			(Veh)			PBMC	IRAK4_EPF01P1_hPBMC_unstim_vehicle_D122_1B	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: none (unstimulated)	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155130	1C			a	0	1		1			(Veh)			PBMC	IRAK4_EPE07P1_hPBMC_unstim_vehicle_D122_1C	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: none (unstimulated)	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155131	1C			A	0	1		0			BMS-986126;gardiquimod	30m;5h	5 uM;5 ug/ml	PBMC	IRAK4_EPE04P1_hPBMC_GARD_BMT087965_D122_5D	Human Donor PBMC	NA	tissue: PBMC	pretreated with: 5uM BMS-986126 (BMT-087965) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155132	1C			a	0	1		1			(Veh)			PBMC	IRAK4_EPD07P1_hPBMC_unstim_vehicle_D140_1G	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: none (unstimulated)	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155133	1C			b	0	1		1			gardiquimod	5h	5 ug/ml	PBMC	IRAK4_EPD06P1_hPBMC_GARD_vehicle_D140_2E	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155134	1C			b	0	1		1			gardiquimod	5h	5 ug/ml	PBMC	IRAK4_EPD01P1_hPBMC_GARD_vehicle_D140_2F	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155135	1C			A	0	1		0			BMS-986126;gardiquimod	30m;5h	5 uM;5 ug/ml	PBMC	IRAK4_EPC05P1_hPBMC_GARD_BMT087965_D140_5G	Human Donor PBMC	NA	tissue: PBMC	pretreated with: 5uM BMS-986126 (BMT-087965) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155136	1C			A	0	1		0			BMS-986126;gardiquimod	30m;5h	5 uM;5 ug/ml	PBMC	IRAK4_EPC04P1_hPBMC_GARD_BMT087965_D140_5E	Human Donor PBMC	NA	tissue: PBMC	pretreated with: 5uM BMS-986126 (BMT-087965) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155137	1C			b	0	1		1			gardiquimod	5h	5 ug/ml	PBMC	IRAK4_EPB07P1_hPBMC_GARD_vehicle_D122_2B	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155138	1C			b	0	1		1			gardiquimod	5h	5 ug/ml	PBMC	IRAK4_EPB01P1_hPBMC_GARD_vehicle_D122_2D	Human Donor PBMC	NA	tissue: PBMC	pretreated with: DMSO (vehicle) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D122	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSE81527	GSM2155139	1C			A	0	1		0			BMS-986126;gardiquimod	30m;5h	5 uM;5 ug/ml	PBMC	IRAK4_EPA02P1_hPBMC_GARD_BMT087965_D140_5F	Human Donor PBMC	NA	tissue: PBMC	pretreated with: 5uM BMS-986126 (BMT-087965) for 30 min at 37C	stimulated with: 5ug/ml gardiquimod for 5hrs	NA	NA	NA	NA	NA	NA	NA	NA	NA	donor id: D140	NA	GPL13667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
						NA			NA																																		
GSE94380	GSM2474339	1C			A	0	1		0			(Veh)			CD11b+ dendritic cells	"WT Peyer's patch CD11b+ cDC, steady state, replicate 1"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11bintCD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD11b+ cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474340	1C			A	0	1		0			(Veh)			CD11b+ dendritic cells	"WT Peyer's patch CD11b+ cDC, steady state, replicate 2"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11bintCD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD11b+ cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474341	1C			A	0	1		0			(Veh)			CD11b+ dendritic cells	"WT Peyer's patch CD11b+ cDC, steady state, replicate 3"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11bintCD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD11b+ cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474342	1C			A	0	1		0			(Veh)			CD11b+ dendritic cells	"WT Peyer's patch CD11b+ cDC, steady state, replicate 4"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11bintCD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD11b+ cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474343	1C			A	0	1		0			(Veh)			CD11b+ dendritic cells	"WT Peyer's patch CD11b+ cDC, steady state, replicate 5"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11bintCD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD11b+ cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474344	1C				1	1		0			(Veh)			DN cDC	"WT Peyer's patch DN cDC, steady state, replicate 1"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: SED and/or IFR	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11b-CD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch DN cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474345	1C				1	1		0			(Veh)			DN cDC	"WT Peyer's patch DN cDC, steady state, replicate 2"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: SED and/or IFR	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11b-CD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch DN cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474346	1C				1	1		0			(Veh)			DN cDC	"WT Peyer's patch DN cDC, steady state, replicate 3"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: SED and/or IFR	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa+BST2-CD11b-CD8a-CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch DN cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474347	1C			A	0	1		0			(Veh)			CD8a+ dendritic cells	"WT Peyer's patch CD8a+ cDC, steady state, replicate 1"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa-BST2-CD11b-CD8a+CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD8a+ cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474348	1C			A	0	1		0			(Veh)			CD8a+ dendritic cells	"WT Peyer's patch CD8a+ cDC, steady state, replicate 2"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa-BST2-CD11b-CD8a+CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD8a+ cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474349	1C			A	0	1		0			(Veh)			CD8a+ dendritic cells	"WT Peyer's patch CD8a+ cDC, steady state, replicate 3"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Interfollicular region (IFR; T cell zone)	treatment: None	cell type: Dendritic Cell	phenotype: CD11chiMHCII+SIRPa-BST2-CD11b-CD8a+CD4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch CD8a+ cDC at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474350	1C				1	1		0			(Veh)			LysoMac	"WT Peyer's patch TIM-4- LysoMac, steady state, replicate 1"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Subepithelial dome (SED)	treatment: None	cell type: Macrophage	phenotype: CD11chiMHCIIloSIRPa+BST2+CD4+TIM4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch TIM4- macrophages at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474351	1C				1	1		0			(Veh)			LysoMac	"WT Peyer's patch TIM-4- LysoMac, steady state, replicate 2"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Subepithelial dome (SED)	treatment: None	cell type: Macrophage	phenotype: CD11chiMHCIIloSIRPa+BST2+CD4+TIM4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch TIM4- macrophages at steady state	NA	NA	NA	NA	NA	NA	NA	NA
GSE94380	GSM2474352	1C				1	1		0			(Veh)			LysoMac	"WT Peyer's patch TIM-4- LysoMac, steady state, replicate 3"	"Mouse Peyer's patch, steady state"	NA	gender: Female	age: 6 to 8 weeks-old	tissue: Peyer's patch	main location: Subepithelial dome (SED)	treatment: None	cell type: Macrophage	phenotype: CD11chiMHCIIloSIRPa+BST2+CD4+TIM4-	NA	NA	NA	NA	NA	strain: C57BL/6	NA	GPL6246	NA	Peyer's patch TIM4- macrophages at steady state	NA	NA	NA	NA	NA	NA	NA	NA
