GSE	xpType	RefDye	Group	Ignore	XP	isCTRL	Node	NodeFunction	BSM	BSMDCD	BSMDCD2	BSMMapped	BioSampName	Comment	title	geo_accession	source_name_ch1	description	description.1	description.2	description.3	description.4	description.5	description.6	description.7	description.8	description.9	description.10	platform_id	characteristics_ch1	source_name_ch2	characteristics_ch2	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch2.1	characteristics_ch2.2	characteristics_ch2.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6
GSE21548	2CCommonRefDyeSwap|TS	Cy5	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		Media2_6hrsCy3	GSM538478	media_6hrs_replica2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: media control	time: 6 hrs					NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		Media2_6hrsCy5	GSM538479	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	media_6hrs_replica2	cell line: RAW264.7 macrophages				treatment: media control	time: 6 hrs		NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		Media3_24hrsCy3	GSM538480	media_24hrs_replica3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		Media3_24hrsCy5	GSM538481	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	media_24hrs_replica3	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		Media3_6hrsCy3	GSM538482	media_6hrs_replica3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: media control	time: 6 hrs					NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		Media3_6hrsCy5	GSM538483	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	media_6hrs_replica3	cell line: RAW264.7 macrophages				treatment: media control	time: 6 hrs		NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		Media4_24hrsCy3	GSM538484	media_24hrs_replica4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		Media4_24hrsCy5	GSM538485	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	media_24hrs_replica4	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		Media4_6hrCy3	GSM538486	media_6hrs_replica3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: media control	time: 6 hrs					NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		Media5_24hrsCy3	GSM538487	media_24hrs_replica5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		Media5_24hrsCy5	GSM538488	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	media_24hrs_replica5	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		Media5_6hrsCy3	GSM538489	media_6hrs_replica5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: media control	time: 6 hrs					NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		Media5_6hrsCy5	GSM538490	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	media_6hrs_replica5	cell line: RAW264.7 macrophages				treatment: media control	time: 6 hrs		NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		Media6_24hrsCy3	GSM538491	media_24hrs_replica6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: media control	time: 24 hrs					NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	a	0	0	1			(Veh)	24h		NA	RAW264.7 macrophages		Media6_24hrsCy5	GSM538492	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	media_24hrs_replica6	cell line: RAW264.7 macrophages				treatment: media control	time: 24 hrs		NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	b	0	0	1			(Veh)	6h		NA	RAW264.7 macrophages		Media6_6hrsCy5	GSM538493	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	media_6hrs_replica6	cell line: RAW264.7 macrophages				treatment: media control	time: 6 hrs		NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	A	0	0	0			LPS	24h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS1_24hrsCy3	GSM538494	SigmaLPS_24hrs_replica1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs				NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	A	0	0	0			LPS	24h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS1_24hrsCy5	GSM538495	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	Sigma1_24hrsCy5_RefCy3_33618_22k.txt	cell line: RAW264.7 macrophages				treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs	NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	B	0	0	0			LPS	6h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS1_6hrsCy3	GSM538496	SigmaLPS_6hrs_replica1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs				NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	B	0	0	0			LPS	6h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS1_6hrsCy5	GSM538497	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	Sigma1_6hrsCy5_RefCy3_12434_input.txt	cell line: RAW264.7 macrophages				treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs	NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	A	0	0	0			LPS	24h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS2_24hrsCy3	GSM538498	SigmaLPS_24hrs_replica2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs				NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	A	0	0	0			LPS	24h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS2_24hrsCy5	GSM538499	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	Sigma2_24hrsCy5_RefCy3_33619_22k.txt	cell line: RAW264.7 macrophages				treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs	NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	B	0	0	0			LPS	6h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS2_6hrsCy3	GSM538500	SigmaLPS_6hrs_replica2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs				NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	B	0	0	0			LPS	6h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS2_6hrsCy5	GSM538501	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	Sigma2_6hrsCy5_RefCy3_12435_input.txt	cell line: RAW264.7 macrophages				treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs	NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	A	0	0	0			LPS	24h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS3_24hrsCy3	GSM538502	SigmaLPS_24hrs_replica3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs				NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	A	0	0	0			LPS	24h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS3_24hrsCy5	GSM538503	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	Sigma3_24hrsCy5_RefCy3_33620_22k.txt	cell line: RAW264.7 macrophages				treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs	NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy5	B	0	0	0			LPS	6h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS3_6hrsCy3	GSM538504	SigmaLPS_6hrs_replica3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	cell line: RAW264.7 macrophages	Universal mouse reference RNA	sample type: Stratagene cat number 740100	treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs				NA	NA	NA
GSE21548	2CCommonRefDyeSwap|TS	Cy3	B	0	0	0			LPS	6h	0.05 ug/mL	NA	RAW264.7 macrophages		SigmaLPS3_6hrsCy5	GSM538505	Universal mouse reference RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL891	sample type: Stratagene cat number 740100	Sigma3_6hrsCy5_RefCy3_12451_input.txt	cell line: RAW264.7 macrophages				treatment: Sigma LPS	amount: 0.05 ug/mL	time: 24 hrs	NA	NA	NA
				NA	NA	NA						NA																													
GSE24671	1C		A	0	0	0	TLR3;TLR7;TLR9	LOF				NA	spleen		"TLR379-/-, young_S1167"	GSM607919	TLR379-/-	"TLR379-/-, young"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: TLR379-/- knockout	infection: none	NA	NA	NA	NA	NA	NA
GSE24671	1C		A	0	0	0	TLR3;TLR7;TLR9	LOF				NA	spleen		"TLR379-/-, old_S1168"	GSM607920	TLR379-/-	"TLR379-/-, old"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: TLR379-/- knockout	infection: none	NA	NA	NA	NA	NA	NA
GSE24671	1C		a	0	0	1	(WT)					NA	spleen		"C57BL/6, young_S1169"	GSM607921	wildtype	"C57BL/6, young"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: none	NA	NA	NA	NA	NA	NA
GSE24671	1C		a	0	0	1	(WT)					NA	spleen		"C57BL/6, old_S1170"	GSM607922	wildtype	"C57BL/6, old"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: none	NA	NA	NA	NA	NA	NA
GSE24671	1C		a	0	1	1			(Veh)	24h		NA	spleen		wildtype PBS_S1369	GSM607923	wildtype	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: none	NA	NA	NA	NA	NA	NA
GSE24671	1C		a	0	1	1			(Veh)	24h		NA	spleen		wildtype PBS_S1370	GSM607924	wildtype	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: none	NA	NA	NA	NA	NA	NA
GSE24671	1C		a	0	1	1			(Veh)	24h		NA	spleen		wildtype PBS_S1371	GSM607925	wildtype	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: none	NA	NA	NA	NA	NA	NA
GSE24671	1C		A	0	1	0			MulV	24h		NA	spleen		Baki-1MuLV infected_S1372	GSM607926	Baki-1MuLV infected	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: Baki-1MuLV	NA	NA	NA	NA	NA	NA
GSE24671	1C		A	0	1	0			MulV	24h		NA	spleen		Baki-1MuLV infected_S1373	GSM607927	Baki-1MuLV infected	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: Baki-1MuLV	NA	NA	NA	NA	NA	NA
GSE24671	1C		A	0	1	0			MulV	24h		NA	spleen		Baki-1MuLV infected_S1374	GSM607928	Baki-1MuLV infected	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: Baki-1MuLV	NA	NA	NA	NA	NA	NA
GSE24671	1C		B	0	1	0			Sendai	24h		NA	spleen		Sendai infected_S1375	GSM607929	Sendai infected	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: Sendai	NA	NA	NA	NA	NA	NA
GSE24671	1C		B	0	1	0			Sendai	24h		NA	spleen		Sendai infected_S1376	GSM607930	Sendai infected	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: Sendai	NA	NA	NA	NA	NA	NA
GSE24671	1C		B	0	1	0			Sendai	24h		NA	spleen		Sendai infected_S1377	GSM607931	Sendai infected	C57BL/6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6246	tissue: spleen	NA	NA	strain: C57BL/6	genotype/variation: wildtype	infection: Sendai	NA	NA	NA	NA	NA	NA
				NA	NA	NA						NA																													
GSE32862	1C|TS		A	0	0	0			pIC	0d	1.6 mg	NA	Blood		polyICLC_Day0_302	GSM813292	Blood	4968473059_A	Blood collected from volunteer in PAXgene Blood RNA tubes at Day0 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day0	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		I	0	0	0			pIC	7d	1.6 mg	NA	Blood		polyICLC_Day7_302	GSM813293	Blood	4968473059_B	Blood collected from volunteer in PAXgene Blood RNA tubes at Day7 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day7	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		F	0	0	0			pIC	2d	1.6 mg	NA	Blood		polyICLC_Day2_302	GSM813294	Blood	4968473059_C	Blood collected from volunteer in PAXgene Blood RNA tubes at Day2 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day2	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		B	0	0	0			pIC	12h	1.6 mg	NA	Blood		polyICLC_12H_302	GSM813295	Blood	4968473059_D	Blood collected from volunteer in PAXgene Blood RNA tubes at 12H folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: 12H	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		D	0	0	0			pIC	1d	1.6 mg	NA	Blood		polyICLC_Day1_302	GSM813296	Blood	4968473059_E	Blood collected from volunteer in PAXgene Blood RNA tubes at Day1 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day1	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		H	0	0	0			pIC	6h	1.6 mg	NA	Blood		polyICLC_6H_302	GSM813297	Blood	4968473059_F	Blood collected from volunteer in PAXgene Blood RNA tubes at 6H folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: 6H	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		b	0	0	1			(Veh)	12h		NA	Blood		placebo_12H_303	GSM813298	Blood	4968473059_G	Blood collected from volunteer in PAXgene Blood RNA tubes at 12H folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: 12H	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		d	0	0	1			(Veh)	1d		NA	Blood		placebo_Day1_303	GSM813299	Blood	4968473060_A	Blood collected from volunteer in PAXgene Blood RNA tubes at Day1 folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: Day1	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		f	0	0	1			(Veh)	2d		NA	Blood		placebo_Day2_303	GSM813300	Blood	4968473060_B	Blood collected from volunteer in PAXgene Blood RNA tubes at Day2 folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: Day2	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		a	0	0	1			(Veh)	0d		NA	Blood		placebo_Day0_303	GSM813301	Blood	4968473060_C	Blood collected from volunteer in PAXgene Blood RNA tubes at Day0 folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: Day0	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		h	0	0	1			(Veh)	6h		NA	Blood		placebo_6H_303	GSM813302	Blood	4968473060_D	Blood collected from volunteer in PAXgene Blood RNA tubes at 6H folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: 6H	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		g	0	0	1			(Veh)	3d		NA	Blood		placebo_Day3_303	GSM813303	Blood	4968473060_E	Blood collected from volunteer in PAXgene Blood RNA tubes at Day3 folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: Day3	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		i	0	0	1			(Veh)	7d		NA	Blood		placebo_Day7_303	GSM813304	Blood	4968473060_F	Blood collected from volunteer in PAXgene Blood RNA tubes at Day7 folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: Day7	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		b	0	0	1			(Veh)	12h		NA	Blood		placebo_12H_300	GSM813305	Blood	4968473060_G	Blood collected from volunteer in PAXgene Blood RNA tubes at 12H folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: 12H	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		d	0	0	1			(Veh)	1d		NA	Blood		placebo_Day1_300	GSM813306	Blood	4968511055_A	Blood collected from volunteer in PAXgene Blood RNA tubes at Day1 folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: Day1	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		a	0	0	1			(Veh)	0d		NA	Blood		placebo_Day0_300	GSM813307	Blood	4968511055_B	Blood collected from volunteer in PAXgene Blood RNA tubes at Day0 folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: Day0	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		h	0	0	1			(Veh)	6h		NA	Blood		placebo_6H_300	GSM813308	Blood	4968511055_C	Blood collected from volunteer in PAXgene Blood RNA tubes at 6H folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: 6H	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		g	0	0	1			(Veh)	3d		NA	Blood		placebo_Day3_300	GSM813309	Blood	4968511055_E	Blood collected from volunteer in PAXgene Blood RNA tubes at Day3 folowing placebo administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: placebo	NA	NA	route of  administration: subcutaneous	time point: Day3	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		F	0	0	0			pIC	2d	1.6 mg	NA	Blood		polyICLC_Day2_301	GSM813310	Blood	4968511055_F	Blood collected from volunteer in PAXgene Blood RNA tubes at Day2 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day2	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		D	0	0	0			pIC	1d	1.6 mg	NA	Blood		polyICLC_Day1_301	GSM813311	Blood	4968511055_G	Blood collected from volunteer in PAXgene Blood RNA tubes at Day1 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day1	batch: A	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		A	0	0	0			pIC	0d	1.6 mg	NA	Blood		polyICLC_Day0_304	GSM813312	Blood	5038737041_B	Blood collected from volunteer in PAXgene Blood RNA tubes at Day0 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day0	batch: B	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		H	0	0	0			pIC	6h	1.6 mg	NA	Blood		polyICLC_6H_304	GSM813313	Blood	5038737041_C	Blood collected from volunteer in PAXgene Blood RNA tubes at 6H folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: 6H	batch: B	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		B	0	0	0			pIC	12h	1.6 mg	NA	Blood		polyICLC_12H_304	GSM813314	Blood	5038737041_D	Blood collected from volunteer in PAXgene Blood RNA tubes at 12H folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: 12H	batch: B	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		D	0	0	0			pIC	1d	1.6 mg	NA	Blood		polyICLC_Day1_304	GSM813315	Blood	5038737041_E	Blood collected from volunteer in PAXgene Blood RNA tubes at Day1 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day1	batch: B	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		F	0	0	0			pIC	2d	1.6 mg	NA	Blood		polyICLC_Day2_304	GSM813316	Blood	5038737041_F	Blood collected from volunteer in PAXgene Blood RNA tubes at Day2 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day2	batch: B	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		G	0	0	0			pIC	3d	1.6 mg	NA	Blood		polyICLC_Day3_304	GSM813317	Blood	5038737041_G	Blood collected from volunteer in PAXgene Blood RNA tubes at Day3 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day3	batch: B	NA	NA	NA	NA	NA	NA
GSE32862	1C|TS		I	0	0	0			pIC	7d	1.6 mg	NA	Blood		polyICLC_Day7_304	GSM813318	Blood	5038737041_H	Blood collected from volunteer in PAXgene Blood RNA tubes at Day7 folowing polyICLC administration	NA	NA	NA	NA	NA	NA	NA	NA	NA	GPL6883	drug administration: polyICLC	NA	NA	route of  administration: subcutaneous	time point: Day7	batch: B	NA	NA	NA	NA	NA	NA
